categoryID,animal,featureNum,alternative,normalizedProb.1,normalizedProb.2,normalizedProb.3,normalizedProb.4,normalizedProb.5,normalizedProb.6,normalizedProb.7,normalizedProb.8
17,goose,0,person,0.147025045,0.100983848,0.130961056,0.131867862,0.125196824,0.102075392,0.107290081,0.154599893
17,goose,1,dog,0.154778421,0.082599437,0.143801079,0.15545148,0.10912591,0.095392978,0.096095223,0.162755472
17,goose,1,elephant,0.12533825,0.108275144,0.147868308,0.163016717,0.10663974,0.103993453,0.102284466,0.142583923
17,goose,2,cat,0.116436788,0.093173425,0.124819686,0.131070974,0.092639133,0.112814258,0.123768323,0.205277413
17,goose,2,lion,0.218854698,0.111879059,0.10554503,0.093524792,0.187060249,0.121062567,0.078723918,0.083349686
17,goose,3,cat,0.10991375,0.064374863,0.12274464,0.121809933,0.119860616,0.090338075,0.166164681,0.204793442
17,goose,3,dog,0.124132803,0.107562752,0.126119241,0.180363695,0.076588413,0.061107568,0.141374874,0.182750654
18,horse,0,horse,0.237814609,0.152130612,0.129261515,0.093573162,0.137500922,0.092878741,0.095412317,0.061428122
18,horse,0,person,0.134159753,0.13236133,0.111620609,0.11189687,0.123562596,0.131378287,0.128176885,0.126843669
18,horse,1,cheetah,0.263948166,0.170037678,0.179535798,0.139738164,0.069688303,0.054147183,0.057042936,0.065861772
18,horse,1,gazelle,0.246701561,0.123727957,0.205105868,0.106962709,0.09974212,0.070503633,0.083592191,0.063663962
18,horse,2,gorilla,0.14363503,0.190308203,0.084701963,0.116980537,0.131917253,0.161638525,0.060947146,0.109871343
18,horse,2,ox,0.124736049,0.151824924,0.060123365,0.062089295,0.176410975,0.244532284,0.06760057,0.112682538
18,horse,3,lion,0.306646831,0.121377924,0.109325489,0.084714689,0.162868485,0.068086936,0.094931352,0.052048293
18,horse,3,peacock,0.210083355,0.074078364,0.157845445,0.062952616,0.187852624,0.066016748,0.180201941,0.060968907
19,kangaroo,0,kangaroo,0.206426181,0.131471507,0.110163573,0.091931572,0.171043654,0.118459448,0.079365916,0.091138148
19,kangaroo,0,person,0.146275469,0.136860834,0.112027922,0.119821164,0.126871489,0.123029999,0.117412683,0.117700439
19,kangaroo,1,frog,0.159753715,0.189111357,0.08457759,0.090748262,0.139667266,0.18642615,0.061983732,0.087731928
19,kangaroo,1,rabbit,0.22595427,0.125919151,0.159294637,0.102896967,0.15177586,0.08643278,0.097275109,0.050451226
19,kangaroo,2,frog,0.193860457,0.16815179,0.092217339,0.106096555,0.117108032,0.153762373,0.071449022,0.097354433
19,kangaroo,2,rabbit,0.322125016,0.097561127,0.116814875,0.059990178,0.169528437,0.061063843,0.103989778,0.068926746
19,kangaroo,3,kitten,0.233764849,0.080213178,0.126850243,0.063399211,0.193747312,0.089171349,0.142282153,0.070571705
19,kangaroo,3,puppy,0.181484111,0.132543589,0.116761449,0.091230006,0.169071617,0.120990205,0.106422729,0.081496294
20,lion,0,lion,0.300926613,0.039467175,0.174481485,0.04261183,0.194008374,0.056321108,0.119008374,0.073175041
20,lion,0,person,0.130179728,0.118432252,0.107588218,0.105232506,0.128847842,0.130306399,0.145415366,0.133997687
20,lion,1,bear,0.231433303,0.101771217,0.152570984,0.067891371,0.16365609,0.080764246,0.149423259,0.05248953
20,lion,1,tiger,0.350211378,0.090628629,0.136890357,0.060032088,0.145860065,0.064972863,0.084523072,0.066881548
20,lion,2,bear,0.277894967,0.13452551,0.162087274,0.094644341,0.128475857,0.060878234,0.090930057,0.05056376
20,lion,2,snake,0.221104222,0.117583306,0.107917969,0.076475932,0.142342637,0.121628697,0.123561466,0.089385771
20,lion,3,gorilla,0.270080944,0.092551173,0.140425372,0.104902692,0.127497944,0.06995186,0.129730158,0.064859857
20,lion,3,ox,0.192489013,0.090644087,0.126040138,0.077912308,0.161977123,0.095088358,0.167475418,0.088373555
21,monkey,0,monkey,0.212523692,0.138854447,0.166213783,0.101366317,0.111520524,0.080521219,0.114068765,0.074931255
21,monkey,0,person,0.169725931,0.135384663,0.138904804,0.107974013,0.126592387,0.114833169,0.087868408,0.118716625
21,monkey,1,hyena,0.149582902,0.112041028,0.150457964,0.116059286,0.13675147,0.104041499,0.141015844,0.090050007
21,monkey,1,parrot,0.205503771,0.107362443,0.12048921,0.093634678,0.16750228,0.103638975,0.120316874,0.081551768
21,monkey,2,cat,0.202790028,0.132005986,0.161617171,0.103673789,0.104287511,0.104652047,0.10338379,0.087589678
21,monkey,2,dolphin,0.304102884,0.134339661,0.111482375,0.073686524,0.140153192,0.09318384,0.073574643,0.06947688
21,monkey,3,dog,0.193076237,0.12066567,0.180368173,0.099185444,0.107221396,0.102099435,0.11397054,0.083413105
21,monkey,3,kitten,0.213975239,0.111122409,0.157761393,0.085689481,0.141612431,0.100636543,0.112243994,0.076958511
22,owl,0,owl,0.268727797,0.061819625,0.226393644,0.05897862,0.149152235,0.046578499,0.151379342,0.036970237
22,owl,0,person,0.125853876,0.137792327,0.104776684,0.12029047,0.125376654,0.130943006,0.115775735,0.139191249
22,owl,1,dolphin,0.117996788,0.22144509,0.098325013,0.227621929,0.054289246,0.108469579,0.080905573,0.090946782
22,owl,1,elephant,0.106815399,0.18643939,0.117198656,0.178203404,0.082028697,0.110345888,0.092808893,0.126159673
22,owl,2,cat,0.156724562,0.161023973,0.132708877,0.147453847,0.104282746,0.096643716,0.095522998,0.105639281
22,owl,2,mouse,0.169329866,0.229055721,0.055927528,0.072951159,0.154008074,0.099192625,0.124349788,0.095185239
22,owl,3,bat,0.170755528,0.054094227,0.149756207,0.046125376,0.252887411,0.070979858,0.194724617,0.060676776
22,owl,3,snake,0.184072279,0.231002545,0.097723442,0.094159859,0.133643203,0.131757933,0.061746077,0.065894662
23,ox,0,ox,0.358725892,0.246762798,0.082346692,0.077129924,0.104974504,0.051850054,0.039660193,0.038549943
23,ox,0,person,0.12554674,0.130981776,0.122858168,0.128358483,0.124536757,0.121799104,0.130211778,0.115707194
23,ox,1,gorilla,0.240560871,0.298486017,0.101325999,0.09942131,0.080502251,0.075016452,0.05014621,0.054540889
23,ox,1,lion,0.145894819,0.258444241,0.107133017,0.159337778,0.098617523,0.075349823,0.08773135,0.067491449
23,ox,2,bear,0.220829791,0.244886191,0.092174808,0.126446182,0.080053867,0.0826904,0.081679302,0.071239458
23,ox,2,elephant,0.204438277,0.169125482,0.094419624,0.109120493,0.139488707,0.12669259,0.083804037,0.072910791
23,ox,3,sloth,0.203486881,0.065600756,0.163065007,0.065071772,0.200180046,0.065511361,0.177722107,0.05936207
23,ox,3,turtle,0.178685344,0.08619381,0.166445757,0.061234945,0.204400414,0.0514087,0.194752049,0.056878982
24,penguin,0,penguin,0.27692508,0.135345997,0.126723856,0.105962108,0.112513681,0.082644507,0.088096858,0.071787912
24,penguin,0,person,0.126964761,0.139491229,0.110607127,0.127549362,0.158559148,0.111925912,0.102975858,0.121926604
24,penguin,1,polar-bear,0.20982198,0.199903415,0.146185217,0.133731533,0.079121064,0.088239493,0.075215428,0.067781871
24,penguin,1,snake,0.124705498,0.181086206,0.138555015,0.279449716,0.053558782,0.055342958,0.053187363,0.114114463
24,penguin,2,kitten,0.158118727,0.141867888,0.099929592,0.097411148,0.152310429,0.115938982,0.143222684,0.091200551
24,penguin,2,puppy,0.156013645,0.097948003,0.106586753,0.059687706,0.293843224,0.102883791,0.104525371,0.078511508
24,penguin,3,hyena,0.068937842,0.095516511,0.112897965,0.23596929,0.082387572,0.10085686,0.121118516,0.182315445
24,penguin,3,monkey,0.15773706,0.101592288,0.146815437,0.124700291,0.126992262,0.105798348,0.125389951,0.110974363
25,pig,0,person,0.168774778,0.091672981,0.156422928,0.086609748,0.100433953,0.161315928,0.077955104,0.15681458
25,pig,0,pig,0.297134881,0.151827313,0.124517554,0.063538615,0.137138972,0.089125379,0.080757019,0.055960267
25,pig,1,dog,0.146251412,0.092251937,0.153677244,0.087642635,0.088099375,0.146703021,0.116265151,0.169109226
25,pig,1,rat,0.238679402,0.112673445,0.19019499,0.104346296,0.10429436,0.069031914,0.109655381,0.071124212
25,pig,2,cat,0.124346713,0.089936312,0.149919097,0.089529867,0.094672409,0.176504776,0.096168023,0.178922803
25,pig,2,hippo,0.287195227,0.129149301,0.068716255,0.040839537,0.234359769,0.163011612,0.03034464,0.046383659
25,pig,3,baboon,0.280610115,0.141191878,0.218701366,0.044238114,0.149983895,0.047346532,0.075005561,0.04292254
25,pig,3,skunk,0.207184152,0.092433082,0.21958619,0.102306803,0.107895565,0.058951118,0.150839236,0.060803854
26,rabbit,0,person,0.064511952,0.064573678,0.197081413,0.198776848,0.053149437,0.080402286,0.167550292,0.173954096
26,rabbit,0,rabbit,0.308417647,0.168759346,0.091959378,0.082761436,0.165275796,0.079705346,0.054607547,0.048513505
26,rabbit,1,cheetah,0.322799819,0.149232935,0.145447157,0.116631996,0.102091841,0.071063003,0.054800485,0.037932766
26,rabbit,1,gazelle,0.278248978,0.17303027,0.124050612,0.150986749,0.091914918,0.07826084,0.05162117,0.051886463
26,rabbit,2,bear,0.257708401,0.174790611,0.055485062,0.043773574,0.203721787,0.184519309,0.04410934,0.035891916
26,rabbit,2,cat,0.214359471,0.158182392,0.11409978,0.125022726,0.162028615,0.088270131,0.070212171,0.067824715
26,rabbit,3,kitten,0.238374571,0.133722077,0.0997264,0.087980924,0.194110638,0.0836564,0.07996172,0.08246727
26,rabbit,3,puppy,0.188441653,0.10768921,0.114914227,0.0926943,0.231779513,0.090385671,0.103945276,0.07015015
27,shark,0,person,0.152002087,0.070149976,0.101055001,0.120135742,0.124699867,0.09021557,0.143718403,0.198023354
27,shark,0,shark,0.241168253,0.159931693,0.101686604,0.117298918,0.126385462,0.095978011,0.079413199,0.07813786
27,shark,1,bear,0.454342264,0.091677873,0.087703974,0.089818434,0.099522547,0.076979733,0.059958642,0.039996532
27,shark,1,snake,0.182428662,0.112184305,0.123465409,0.098501867,0.151130932,0.115633827,0.134132245,0.082522754
27,shark,2,bear,0.366789355,0.112695765,0.090008809,0.097567096,0.115036339,0.084900501,0.072017197,0.060984939
27,shark,2,lion,0.239341533,0.120107401,0.129949057,0.089141243,0.194431778,0.078181094,0.078435549,0.070412345
27,shark,3,cat,0.085862976,0.082571993,0.094699309,0.140020462,0.098908904,0.125097549,0.149101762,0.223737046
27,shark,3,lion,0.308440354,0.151933238,0.101443719,0.086499973,0.091163709,0.087079689,0.082660053,0.090779266
28,sheep,0,person,0.075935552,0.08817313,0.087473093,0.084941942,0.069430635,0.127748005,0.224749683,0.24154796
28,sheep,0,sheep,0.282673267,0.247183882,0.16589491,0.134533876,0.054486981,0.037366329,0.041838722,0.036022033
28,sheep,1,lamb,0.268589556,0.204577397,0.139080422,0.122338154,0.065294009,0.056103948,0.064668051,0.079348463
28,sheep,1,mammoth,0.248999427,0.219427111,0.155804113,0.169749168,0.050653829,0.046290866,0.057814962,0.051260525
28,sheep,2,cat,0.133632437,0.250481187,0.079286241,0.126943146,0.060609674,0.119394461,0.07510037,0.154552485
28,sheep,2,rabbit,0.304799618,0.234584874,0.116957131,0.071249483,0.071527693,0.083273744,0.057115407,0.060492049
28,sheep,3,dog,0.190738159,0.194754141,0.124699099,0.147224794,0.084949999,0.098191154,0.056082745,0.103359908
28,sheep,3,ox,0.146003683,0.193592005,0.148887526,0.178154557,0.070258587,0.067420703,0.105657705,0.090025234
29,tiger,0,person,0.05006492,0.059068562,0.061411928,0.06054257,0.183645069,0.174401588,0.161712706,0.249152658
29,tiger,0,tiger,0.307428855,0.15951325,0.156403525,0.112405094,0.094851553,0.07025135,0.05331513,0.045831244
29,tiger,1,bass,0.082028774,0.130548288,0.096162259,0.148402135,0.122106917,0.124216207,0.111169175,0.185366244
29,tiger,1,zebra,0.160327523,0.156867516,0.181320158,0.271318722,0.058428761,0.057395444,0.053677495,0.060664381
29,tiger,2,lion,0.097266426,0.08242908,0.068229353,0.061388115,0.325474288,0.138097305,0.127977647,0.099137785
29,tiger,2,wolf,0.156783416,0.089487123,0.074229007,0.070072702,0.270994495,0.114661747,0.10163857,0.122132941
29,tiger,3,bear,0.101953558,0.096227138,0.073838714,0.061158619,0.25823513,0.13112086,0.158914379,0.118551602
29,tiger,3,snake,0.21848323,0.118090201,0.161420775,0.122176243,0.123969046,0.086289772,0.085929157,0.083641576
30,whale,0,person,0.146291925,0.118597001,0.129910914,0.116060792,0.144446622,0.116862177,0.102850015,0.124980555
30,whale,0,whale,0.287249836,0.149743363,0.19856241,0.115849772,0.083918135,0.058134267,0.061634986,0.044907229
30,whale,1,elephant,0.237308636,0.107005298,0.247654818,0.130945849,0.074338814,0.03910608,0.105716303,0.057924203
