category,fast,agile,prob
man,3,2,0.041077286127007666
man,3,3,0.025820008422690523
man,3,4,0.0232380075804214
man,3,5,0.021688807075060053
man,4,0,0.03106166426789841
man,4,1,0.024251991716859152
man,4,2,0.08771390421105395
man,4,3,0.062285108037192005
man,4,4,0.05028106903366032
man,4,5,0.04384871605818327
man,5,0,0.012829817849784137
man,5,1,0.011467883339576284
man,5,2,0.034086493332721894
man,5,3,0.029000734097949513
man,5,4,0.019982441301038715
man,5,5,0.015387228207841106
