workerID,gender,age,income,language,order,item,dimension,bin,bin_num,prior
1,M,35,4,American English,12,bird,weight,180-200,6,0.0245901639344
1,M,35,4,American English,12,bird,weight,200-220,7,0.0245901639344
1,M,35,4,American English,12,bird,weight,220-10000,8,0.00819672131148
1,M,35,4,American English,12,bird,weight,>10000,9,0.0245901639344
2,M,45,6,English,1,man,speed,0-1,0,0.162790697674
2,M,45,6,English,1,man,speed,1-5,1,0.162790697674
2,M,45,6,English,1,man,speed,5-6,2,0.144518272425
2,M,45,6,English,1,man,speed,6-7,3,0.13122923588
2,M,45,6,English,1,man,speed,7-8,4,0.119601328904
2,M,45,6,English,1,man,speed,8-9,5,0.112956810631
2,M,45,6,English,1,man,speed,9-10,6,0.0963455149502
2,M,45,6,English,1,man,speed,10-20,7,0.0697674418605
2,M,45,6,English,1,man,speed,20-60,8,0.0
2,M,45,6,English,1,man,speed,>60,9,0.0
2,M,45,6,English,2,woman,weight,0-10,0,0.0
2,M,45,6,English,2,woman,weight,10-100,1,0.0894736842105
2,M,45,6,English,2,woman,weight,100-120,2,0.163157894737
2,M,45,6,English,2,woman,weight,120-140,3,0.194736842105
2,M,45,6,English,2,woman,weight,140-160,4,0.205263157895
2,M,45,6,English,2,woman,weight,160-180,5,0.152631578947
2,M,45,6,English,2,woman,weight,180-200,6,0.115789473684
2,M,45,6,English,2,woman,weight,200-220,7,0.0526315789474
2,M,45,6,English,2,woman,weight,220-10000,8,0.0263157894737
2,M,45,6,English,2,woman,weight,>10000,9,0.0
2,M,45,6,English,3,elephant,weight,0-10,0,0.0
2,M,45,6,English,3,elephant,weight,10-100,1,0.0
2,M,45,6,English,3,elephant,weight,100-120,2,0.0
2,M,45,6,English,3,elephant,weight,120-140,3,0.0
2,M,45,6,English,3,elephant,weight,140-160,4,0.0
2,M,45,6,English,3,elephant,weight,160-180,5,0.0
2,M,45,6,English,3,elephant,weight,180-200,6,0.0
2,M,45,6,English,3,elephant,weight,200-220,7,0.0
2,M,45,6,English,3,elephant,weight,220-10000,8,1.0
2,M,45,6,English,3,elephant,weight,>10000,9,0.0
2,M,45,6,English,4,woman,speed,0-1,0,0.228310502283
2,M,45,6,English,4,woman,speed,1-5,1,0.228310502283
2,M,45,6,English,4,woman,speed,5-6,2,0.182648401826
2,M,45,6,English,4,woman,speed,6-7,3,0.141552511416
2,M,45,6,English,4,woman,speed,7-8,4,0.114155251142
2,M,45,6,English,4,woman,speed,8-9,5,0.0730593607306
2,M,45,6,English,4,woman,speed,9-10,6,0.0251141552511
2,M,45,6,English,4,woman,speed,10-20,7,0.00684931506849
2,M,45,6,English,4,woman,speed,20-60,8,0.0
2,M,45,6,English,4,woman,speed,>60,9,0.0
2,M,45,6,English,5,giraffe,height,0-1,0,0.0
2,M,45,6,English,5,giraffe,height,1-4,1,0.0
2,M,45,6,English,5,giraffe,height,4-4.5,2,0.0
2,M,45,6,English,5,giraffe,height,4.5-5,3,0.0
2,M,45,6,English,5,giraffe,height,5-5.5,4,0.0
2,M,45,6,English,5,giraffe,height,5.5-6,5,0.0
2,M,45,6,English,5,giraffe,height,6-6.5,6,0.0645161290323
2,M,45,6,English,5,giraffe,height,6.5-7,7,0.432258064516
2,M,45,6,English,5,giraffe,height,7-15,8,0.503225806452
2,M,45,6,English,5,giraffe,height,>15,9,0.0
2,M,45,6,English,6,penguin,height,0-1,0,0.0
2,M,45,6,English,6,penguin,height,1-4,1,0.0
2,M,45,6,English,6,penguin,height,4-4.5,2,0.166666666667
2,M,45,6,English,6,penguin,height,4.5-5,3,0.410256410256
2,M,45,6,English,6,penguin,height,5-5.5,4,0.282051282051
2,M,45,6,English,6,penguin,height,5.5-6,5,0.128205128205
2,M,45,6,English,6,penguin,height,6-6.5,6,0.0
2,M,45,6,English,6,penguin,height,6.5-7,7,0.0
2,M,45,6,English,6,penguin,height,7-15,8,0.0
2,M,45,6,English,6,penguin,height,>15,9,0.0128205128205
2,M,45,6,English,7,cheetah,speed,0-1,0,0.0
2,M,45,6,English,7,cheetah,speed,1-5,1,0.0
2,M,45,6,English,7,cheetah,speed,5-6,2,0.0
2,M,45,6,English,7,cheetah,speed,6-7,3,0.0
2,M,45,6,English,7,cheetah,speed,7-8,4,0.0
2,M,45,6,English,7,cheetah,speed,8-9,5,0.0
2,M,45,6,English,7,cheetah,speed,9-10,6,0.0
2,M,45,6,English,7,cheetah,speed,10-20,7,0.425925925926
2,M,45,6,English,7,cheetah,speed,20-60,8,0.574074074074
2,M,45,6,English,7,cheetah,speed,>60,9,0.0
2,M,45,6,English,8,turtle,speed,0-1,0,0.542635658915
2,M,45,6,English,8,turtle,speed,1-5,1,0.457364341085
2,M,45,6,English,8,turtle,speed,5-6,2,0.0
2,M,45,6,English,8,turtle,speed,6-7,3,0.0
2,M,45,6,English,8,turtle,speed,7-8,4,0.0
2,M,45,6,English,8,turtle,speed,8-9,5,0.0
2,M,45,6,English,8,turtle,speed,9-10,6,0.0
2,M,45,6,English,8,turtle,speed,10-20,7,0.0
2,M,45,6,English,8,turtle,speed,20-60,8,0.0
2,M,45,6,English,8,turtle,speed,>60,9,0.0
2,M,45,6,English,9,bird,weight,0-10,0,0.909090909091
2,M,45,6,English,9,bird,weight,10-100,1,0.0909090909091
2,M,45,6,English,9,bird,weight,100-120,2,0.0
2,M,45,6,English,9,bird,weight,120-140,3,0.0
2,M,45,6,English,9,bird,weight,140-160,4,0.0
2,M,45,6,English,9,bird,weight,160-180,5,0.0
2,M,45,6,English,9,bird,weight,180-200,6,0.0
2,M,45,6,English,9,bird,weight,200-220,7,0.0
2,M,45,6,English,9,bird,weight,220-10000,8,0.0
2,M,45,6,English,9,bird,weight,>10000,9,0.0
2,M,45,6,English,10,man,weight,0-10,0,0.0
2,M,45,6,English,10,man,weight,10-100,1,0.0408163265306
2,M,45,6,English,10,man,weight,100-120,2,0.0897959183673
2,M,45,6,English,10,man,weight,120-140,3,0.14693877551
2,M,45,6,English,10,man,weight,140-160,4,0.195918367347
2,M,45,6,English,10,man,weight,160-180,5,0.208163265306
2,M,45,6,English,10,man,weight,180-200,6,0.195918367347
2,M,45,6,English,10,man,weight,200-220,7,0.102040816327
2,M,45,6,English,10,man,weight,220-10000,8,0.0204081632653
2,M,45,6,English,10,man,weight,>10000,9,0.0
2,M,45,6,English,11,woman,height,0-1,0,0.0
2,M,45,6,English,11,woman,height,1-4,1,0.0
2,M,45,6,English,11,woman,height,4-4.5,2,0.0487804878049
2,M,45,6,English,11,woman,height,4.5-5,3,0.0914634146341
2,M,45,6,English,11,woman,height,5-5.5,4,0.341463414634
2,M,45,6,English,11,woman,height,5.5-6,5,0.353658536585
2,M,45,6,English,11,woman,height,6-6.5,6,0.109756097561
2,M,45,6,English,11,woman,height,6.5-7,7,0.0426829268293
2,M,45,6,English,11,woman,height,7-15,8,0.0121951219512
2,M,45,6,English,11,woman,height,>15,9,0.0
2,M,45,6,English,12,man,height,0-1,0,0.0
2,M,45,6,English,12,man,height,1-4,1,0.0
2,M,45,6,English,12,man,height,4-4.5,2,0.0285714285714
2,M,45,6,English,12,man,height,4.5-5,3,0.0642857142857
2,M,45,6,English,12,man,height,5-5.5,4,0.107142857143
2,M,45,6,English,12,man,height,5.5-6,5,0.55
2,M,45,6,English,12,man,height,6-6.5,6,0.185714285714
2,M,45,6,English,12,man,height,6.5-7,7,0.0428571428571
2,M,45,6,English,12,man,height,7-15,8,0.0214285714286
2,M,45,6,English,12,man,height,>15,9,0.0
3,M,35,6,English,1,man,weight,0-10,0,0.0
3,M,35,6,English,1,man,weight,10-100,1,0.0299003322259
3,M,35,6,English,1,man,weight,100-120,2,0.046511627907
3,M,35,6,English,1,man,weight,120-140,3,0.132890365449
3,M,35,6,English,1,man,weight,140-160,4,0.21926910299
3,M,35,6,English,1,man,weight,160-180,5,0.199335548173
3,M,35,6,English,1,man,weight,180-200,6,0.179401993355
3,M,35,6,English,1,man,weight,200-220,7,0.12292358804
3,M,35,6,English,1,man,weight,220-10000,8,0.0697674418605
3,M,35,6,English,1,man,weight,>10000,9,0.0
3,M,35,6,English,2,giraffe,height,0-1,0,0.0189393939394
3,M,35,6,English,2,giraffe,height,1-4,1,0.0227272727273
3,M,35,6,English,2,giraffe,height,4-4.5,2,0.0530303030303
3,M,35,6,English,2,giraffe,height,4.5-5,3,0.0795454545455
3,M,35,6,English,2,giraffe,height,5-5.5,4,0.0909090909091
3,M,35,6,English,2,giraffe,height,5.5-6,5,0.0984848484848
3,M,35,6,English,2,giraffe,height,6-6.5,6,0.102272727273
3,M,35,6,English,2,giraffe,height,6.5-7,7,0.106060606061
3,M,35,6,English,2,giraffe,height,7-15,8,0.136363636364
3,M,35,6,English,2,giraffe,height,>15,9,0.291666666667
3,M,35,6,English,3,woman,weight,0-10,0,0.0
3,M,35,6,English,3,woman,weight,10-100,1,0.102236421725
3,M,35,6,English,3,woman,weight,100-120,2,0.172523961661
3,M,35,6,English,3,woman,weight,120-140,3,0.191693290735
3,M,35,6,English,3,woman,weight,140-160,4,0.166134185304
3,M,35,6,English,3,woman,weight,160-180,5,0.134185303514
3,M,35,6,English,3,woman,weight,180-200,6,0.105431309904
3,M,35,6,English,3,woman,weight,200-220,7,0.0798722044728
3,M,35,6,English,3,woman,weight,220-10000,8,0.0479233226837
3,M,35,6,English,3,woman,weight,>10000,9,0.0
3,M,35,6,English,4,penguin,height,0-1,0,0.0925925925926
3,M,35,6,English,4,penguin,height,1-4,1,0.842592592593
3,M,35,6,English,4,penguin,height,4-4.5,2,0.0462962962963
3,M,35,6,English,4,penguin,height,4.5-5,3,0.0
3,M,35,6,English,4,penguin,height,5-5.5,4,0.0
3,M,35,6,English,4,penguin,height,5.5-6,5,0.0
3,M,35,6,English,4,penguin,height,6-6.5,6,0.0
3,M,35,6,English,4,penguin,height,6.5-7,7,0.0
3,M,35,6,English,4,penguin,height,7-15,8,0.00925925925926
3,M,35,6,English,4,penguin,height,>15,9,0.00925925925926
3,M,35,6,English,5,elephant,weight,0-10,0,0.0
3,M,35,6,English,5,elephant,weight,10-100,1,0.0549450549451
3,M,35,6,English,5,elephant,weight,100-120,2,0.0659340659341
3,M,35,6,English,5,elephant,weight,120-140,3,0.0714285714286
3,M,35,6,English,5,elephant,weight,140-160,4,0.0769230769231
3,M,35,6,English,5,elephant,weight,160-180,5,0.0714285714286
3,M,35,6,English,5,elephant,weight,180-200,6,0.0769230769231
3,M,35,6,English,5,elephant,weight,200-220,7,0.0714285714286
3,M,35,6,English,5,elephant,weight,220-10000,8,0.467032967033
3,M,35,6,English,5,elephant,weight,>10000,9,0.043956043956
3,M,35,6,English,6,woman,speed,0-1,0,0.0
3,M,35,6,English,6,woman,speed,1-5,1,0.116402116402
3,M,35,6,English,6,woman,speed,5-6,2,0.142857142857
3,M,35,6,English,6,woman,speed,6-7,3,0.164021164021
3,M,35,6,English,6,woman,speed,7-8,4,0.190476190476
3,M,35,6,English,6,woman,speed,8-9,5,0.201058201058
3,M,35,6,English,6,woman,speed,9-10,6,0.132275132275
3,M,35,6,English,6,woman,speed,10-20,7,0.0529100529101
3,M,35,6,English,6,woman,speed,20-60,8,0.0
3,M,35,6,English,6,woman,speed,>60,9,0.0
3,M,35,6,English,7,turtle,speed,0-1,0,0.107142857143
3,M,35,6,English,7,turtle,speed,1-5,1,0.511904761905
3,M,35,6,English,7,turtle,speed,5-6,2,0.380952380952
3,M,35,6,English,7,turtle,speed,6-7,3,0.0
3,M,35,6,English,7,turtle,speed,7-8,4,0.0
3,M,35,6,English,7,turtle,speed,8-9,5,0.0
3,M,35,6,English,7,turtle,speed,9-10,6,0.0
3,M,35,6,English,7,turtle,speed,10-20,7,0.0
3,M,35,6,English,7,turtle,speed,20-60,8,0.0
3,M,35,6,English,7,turtle,speed,>60,9,0.0
3,M,35,6,English,8,cheetah,speed,0-1,0,0.037037037037
3,M,35,6,English,8,cheetah,speed,1-5,1,0.0296296296296
3,M,35,6,English,8,cheetah,speed,5-6,2,0.0296296296296
3,M,35,6,English,8,cheetah,speed,6-7,3,0.037037037037
3,M,35,6,English,8,cheetah,speed,7-8,4,0.037037037037
3,M,35,6,English,8,cheetah,speed,8-9,5,0.037037037037
3,M,35,6,English,8,cheetah,speed,9-10,6,0.037037037037
3,M,35,6,English,8,cheetah,speed,10-20,7,0.0814814814815
3,M,35,6,English,8,cheetah,speed,20-60,8,0.62962962963
3,M,35,6,English,8,cheetah,speed,>60,9,0.0444444444444
3,M,35,6,English,9,man,height,0-1,0,0.0
3,M,35,6,English,9,man,height,1-4,1,0.0245901639344
3,M,35,6,English,9,man,height,4-4.5,2,0.077868852459
3,M,35,6,English,9,man,height,4.5-5,3,0.0983606557377
3,M,35,6,English,9,man,height,5-5.5,4,0.143442622951
3,M,35,6,English,9,man,height,5.5-6,5,0.27868852459
3,M,35,6,English,9,man,height,6-6.5,6,0.213114754098
3,M,35,6,English,9,man,height,6.5-7,7,0.131147540984
3,M,35,6,English,9,man,height,7-15,8,0.0327868852459
3,M,35,6,English,9,man,height,>15,9,0.0
3,M,35,6,English,10,woman,height,0-1,0,0.0
3,M,35,6,English,10,woman,height,1-4,1,0.0425531914894
3,M,35,6,English,10,woman,height,4-4.5,2,0.131914893617
3,M,35,6,English,10,woman,height,4.5-5,3,0.182978723404
3,M,35,6,English,10,woman,height,5-5.5,4,0.251063829787
3,M,35,6,English,10,woman,height,5.5-6,5,0.187234042553
3,M,35,6,English,10,woman,height,6-6.5,6,0.110638297872
3,M,35,6,English,10,woman,height,6.5-7,7,0.068085106383
3,M,35,6,English,10,woman,height,7-15,8,0.0255319148936
3,M,35,6,English,10,woman,height,>15,9,0.0
3,M,35,6,English,11,bird,weight,0-10,0,0.457894736842
3,M,35,6,English,11,bird,weight,10-100,1,0.415789473684
3,M,35,6,English,11,bird,weight,100-120,2,0.0421052631579
3,M,35,6,English,11,bird,weight,120-140,3,0.0368421052632
3,M,35,6,English,11,bird,weight,140-160,4,0.0263157894737
3,M,35,6,English,11,bird,weight,160-180,5,0.0210526315789
3,M,35,6,English,11,bird,weight,180-200,6,0.0
3,M,35,6,English,11,bird,weight,200-220,7,0.0
3,M,35,6,English,11,bird,weight,220-10000,8,0.0
3,M,35,6,English,11,bird,weight,>10000,9,0.0
3,M,35,6,English,12,man,speed,0-1,0,0.0
3,M,35,6,English,12,man,speed,1-5,1,0.0585365853659
3,M,35,6,English,12,man,speed,5-6,2,0.0878048780488
3,M,35,6,English,12,man,speed,6-7,3,0.160975609756
3,M,35,6,English,12,man,speed,7-8,4,0.214634146341
3,M,35,6,English,12,man,speed,8-9,5,0.209756097561
3,M,35,6,English,12,man,speed,9-10,6,0.165853658537
3,M,35,6,English,12,man,speed,10-20,7,0.10243902439
3,M,35,6,English,12,man,speed,20-60,8,0.0
3,M,35,6,English,12,man,speed,>60,9,0.0
4,M,35,4,english ,1,bird,weight,0-10,0,0.167307692308
4,M,35,4,english ,1,bird,weight,10-100,1,0.165384615385
4,M,35,4,english ,1,bird,weight,100-120,2,0.0269230769231
4,M,35,4,english ,1,bird,weight,120-140,3,0.103846153846
4,M,35,4,english ,1,bird,weight,140-160,4,0.157692307692
4,M,35,4,english ,1,bird,weight,160-180,5,0.0442307692308
4,M,35,4,english ,1,bird,weight,180-200,6,0.155769230769
4,M,35,4,english ,1,bird,weight,200-220,7,0.0980769230769
4,M,35,4,english ,1,bird,weight,220-10000,8,0.0788461538462
4,M,35,4,english ,1,bird,weight,>10000,9,0.00192307692308
4,M,35,4,english ,2,penguin,height,0-1,0,0.0916030534351
4,M,35,4,english ,2,penguin,height,1-4,1,0.185114503817
4,M,35,4,english ,2,penguin,height,4-4.5,2,0.0114503816794
4,M,35,4,english ,2,penguin,height,4.5-5,3,0.162213740458
4,M,35,4,english ,2,penguin,height,5-5.5,4,0.0286259541985
4,M,35,4,english ,2,penguin,height,5.5-6,5,0.162213740458
4,M,35,4,english ,2,penguin,height,6-6.5,6,0.0190839694656
4,M,35,4,english ,2,penguin,height,6.5-7,7,0.169847328244
4,M,35,4,english ,2,penguin,height,7-15,8,0.112595419847
4,M,35,4,english ,2,penguin,height,>15,9,0.0572519083969
4,M,35,4,english ,3,man,weight,0-10,0,0.18023255814
4,M,35,4,english ,3,man,weight,10-100,1,0.0736434108527
4,M,35,4,english ,3,man,weight,100-120,2,0.137596899225
4,M,35,4,english ,3,man,weight,120-140,3,0.0174418604651
4,M,35,4,english ,3,man,weight,140-160,4,0.162790697674
4,M,35,4,english ,3,man,weight,160-180,5,0.110465116279
4,M,35,4,english ,3,man,weight,180-200,6,0.0600775193798
4,M,35,4,english ,3,man,weight,200-220,7,0.158914728682
4,M,35,4,english ,3,man,weight,220-10000,8,0.0794573643411
4,M,35,4,english ,3,man,weight,>10000,9,0.0193798449612
4,M,35,4,english ,4,cheetah,speed,0-1,0,0.11467324291
4,M,35,4,english ,4,cheetah,speed,1-5,1,0.106041923551
4,M,35,4,english ,4,cheetah,speed,5-6,2,0.107274969174
4,M,35,4,english ,4,cheetah,speed,6-7,3,0.104808877928
4,M,35,4,english ,4,cheetah,speed,7-8,4,0.11467324291
4,M,35,4,english ,4,cheetah,speed,8-9,5,0.098643649815
4,M,35,4,english ,4,cheetah,speed,9-10,6,0.0887792848335
4,M,35,4,english ,4,cheetah,speed,10-20,7,0.103575832306
4,M,35,4,english ,4,cheetah,speed,20-60,8,0.0542540073983
4,M,35,4,english ,4,cheetah,speed,>60,9,0.107274969174
4,M,35,4,english ,5,giraffe,height,0-1,0,0.102534562212
4,M,35,4,english ,5,giraffe,height,1-4,1,0.0887096774194
4,M,35,4,english ,5,giraffe,height,4-4.5,2,0.101382488479
4,M,35,4,english ,5,giraffe,height,4.5-5,3,0.0852534562212
4,M,35,4,english ,5,giraffe,height,5-5.5,4,0.101382488479
4,M,35,4,english ,5,giraffe,height,5.5-6,5,0.0887096774194
4,M,35,4,english ,5,giraffe,height,6-6.5,6,0.109447004608
4,M,35,4,english ,5,giraffe,height,6.5-7,7,0.107142857143
4,M,35,4,english ,5,giraffe,height,7-15,8,0.108294930876
4,M,35,4,english ,5,giraffe,height,>15,9,0.107142857143
4,M,35,4,english ,6,turtle,speed,0-1,0,0.122362869198
4,M,35,4,english ,6,turtle,speed,1-5,1,0.123769338959
4,M,35,4,english ,6,turtle,speed,5-6,2,0.127988748242
4,M,35,4,english ,6,turtle,speed,6-7,3,0.129395218003
4,M,35,4,english ,6,turtle,speed,7-8,4,0.129395218003
4,M,35,4,english ,6,turtle,speed,8-9,5,0.123769338959
4,M,35,4,english ,6,turtle,speed,9-10,6,0.122362869198
4,M,35,4,english ,6,turtle,speed,10-20,7,0.118143459916
4,M,35,4,english ,6,turtle,speed,20-60,8,0.0028129395218
4,M,35,4,english ,6,turtle,speed,>60,9,0.0
4,M,35,4,english ,7,woman,weight,0-10,0,0.00503355704698
4,M,35,4,english ,7,woman,weight,10-100,1,0.14932885906
4,M,35,4,english ,7,woman,weight,100-120,2,0.152684563758
4,M,35,4,english ,7,woman,weight,120-140,3,0.140939597315
4,M,35,4,english ,7,woman,weight,140-160,4,0.145973154362
4,M,35,4,english ,7,woman,weight,160-180,5,0.13255033557
4,M,35,4,english ,7,woman,weight,180-200,6,0.134228187919
4,M,35,4,english ,7,woman,weight,200-220,7,0.135906040268
4,M,35,4,english ,7,woman,weight,220-10000,8,0.00167785234899
4,M,35,4,english ,7,woman,weight,>10000,9,0.00167785234899
4,M,35,4,english ,8,woman,height,0-1,0,0.12582781457
4,M,35,4,english ,8,woman,height,1-4,1,0.113907284768
4,M,35,4,english ,8,woman,height,4-4.5,2,0.121854304636
4,M,35,4,english ,8,woman,height,4.5-5,3,0.104635761589
4,M,35,4,english ,8,woman,height,5-5.5,4,0.119205298013
4,M,35,4,english ,8,woman,height,5.5-6,5,0.119205298013
4,M,35,4,english ,8,woman,height,6-6.5,6,0.100662251656
4,M,35,4,english ,8,woman,height,6.5-7,7,0.119205298013
4,M,35,4,english ,8,woman,height,7-15,8,0.0754966887417
4,M,35,4,english ,8,woman,height,>15,9,0.0
4,M,35,4,english ,9,man,speed,0-1,0,0.010101010101
4,M,35,4,english ,9,man,speed,1-5,1,0.0353535353535
4,M,35,4,english ,9,man,speed,5-6,2,0.0252525252525
