featureID,feature,animal,Freq.0,Freq.1,Freq.2
34,fat,donkey,0.5,0.363636363636364,0.136363636363636
34,fat,elephant,0.136363636363636,0.227272727272727,0.636363636363636
34,fat,hippo,0.0909090909090909,0.272727272727273,0.636363636363636
34,fat,jaguar,0.727272727272727,0.227272727272727,0.0454545454545455
34,fat,man,0.363636363636364,0.409090909090909,0.227272727272727
34,fat,mouse,0.818181818181818,0.136363636363636,0.0454545454545455
34,fat,mule,0.590909090909091,0.272727272727273,0.136363636363636
34,fat,pig,0.272727272727273,0.272727272727273,0.454545454545455
34,fat,turtle,0.863636363636364,0.0909090909090909,0.0454545454545455
34,fat,whale,0.181818181818182,0.0454545454545455,0.772727272727273
35,dirty,bird,0.523809523809524,0.333333333333333,0.142857142857143
35,dirty,cat,0.714285714285714,0.0952380952380952,0.19047619047619
35,dirty,cheetah,0.666666666666667,0.19047619047619,0.142857142857143
35,dirty,cow,0.333333333333333,0.333333333333333,0.333333333333333
35,dirty,deer,0.523809523809524,0.333333333333333,0.142857142857143
35,dirty,dog,0.523809523809524,0.285714285714286,0.19047619047619
35,dirty,donkey,0.428571428571429,0.333333333333333,0.238095238095238
35,dirty,hippo,0.285714285714286,0.380952380952381,0.333333333333333
35,dirty,jaguar,0.619047619047619,0.238095238095238,0.142857142857143
35,dirty,man,0.476190476190476,0.285714285714286,0.238095238095238
35,dirty,mouse,0.285714285714286,0.238095238095238,0.476190476190476
35,dirty,mule,0.380952380952381,0.285714285714286,0.333333333333333
35,dirty,pig,0.238095238095238,0.238095238095238,0.523809523809524
35,dirty,turtle,0.523809523809524,0.333333333333333,0.142857142857143
4,majestic,armadillo,0.647058823529412,0.235294117647059,0.117647058823529
4,majestic,bear,0.176470588235294,0.294117647058824,0.529411764705882
4,majestic,cat,0.176470588235294,0.529411764705882,0.294117647058824
4,majestic,cow,0.705882352941177,0.117647058823529,0.176470588235294
4,majestic,dog,0.176470588235294,0.529411764705882,0.294117647058824
4,majestic,eagle,0.176470588235294,0.352941176470588,0.470588235294118
4,majestic,elephant,0.0588235294117647,0.294117647058824,0.647058823529412
4,majestic,gorilla,0.235294117647059,0.352941176470588,0.411764705882353
4,majestic,hippo,0.411764705882353,0.411764705882353,0.176470588235294
4,majestic,horse,0.117647058823529,0.411764705882353,0.470588235294118
4,majestic,kitten,0.529411764705882,0.352941176470588,0.117647058823529
4,majestic,lion,0.117647058823529,0.176470588235294,0.705882352941177
4,majestic,man,0.411764705882353,0.294117647058824,0.294117647058824
4,majestic,monkey,0.529411764705882,0.352941176470588,0.117647058823529
4,majestic,panda,0.294117647058824,0.470588235294118,0.235294117647059
4,majestic,turtle,0.470588235294118,0.294117647058824,0.235294117647059
4,majestic,whale,0.117647058823529,0.411764705882353,0.470588235294118
5,fast,ant,0.6875,0.25,0.0625
5,fast,bear,0.3125,0.5,0.1875
5,fast,beaver,0.5,0.375,0.125
5,fast,bee,0.3125,0.4375,0.25
5,fast,bird,0.3125,0.4375,0.25
5,fast,cat,0.1875,0.625,0.1875
5,fast,cheetah,0.0625,0.125,0.8125
5,fast,cougar,0.0625,0.4375,0.5
5,fast,cow,0.75,0.1875,0.0625
5,fast,deer,0.1875,0.5625,0.25
5,fast,dog,0.0625,0.6875,0.25
5,fast,dolphin,0.1875,0.5625,0.25
5,fast,donkey,0.625,0.25,0.125
5,fast,eagle,0.1875,0.375,0.4375
5,fast,eel,0.5,0.3125,0.1875
5,fast,elephant,0.5625,0.3125,0.125
5,fast,fish,0.375,0.4375,0.1875
5,fast,giraffe,0.4375,0.5,0.0625
5,fast,gorilla,0.375,0.5,0.125
5,fast,hippo,0.625,0.3125,0.0625
5,fast,horse,0.125,0.4375,0.4375
5,fast,hyena,0.1875,0.4375,0.375
5,fast,jaguar,0.0625,0.375,0.5625
5,fast,kitten,0.4375,0.5,0.0625
5,fast,lion,0.0625,0.6875,0.25
5,fast,man,0.375,0.3125,0.3125
5,fast,monkey,0.3125,0.5625,0.125
5,fast,mouse,0.5,0.375,0.125
5,fast,mule,0.5,0.4375,0.0625
5,fast,pig,0.6875,0.25,0.0625
5,fast,rabbit,0.125,0.6875,0.1875
5,fast,sloth,0.875,0.0625,0.0625
5,fast,snake,0.5625,0.3125,0.125
5,fast,tiger,0.1875,0.4375,0.375
5,fast,turtle,0.875,0.0625,0.0625
5,fast,whale,0.5,0.3125,0.1875
5,fast,zebra,0.1875,0.5,0.3125
6,hard,armadillo,0.142857142857143,0.142857142857143,0.714285714285714
6,hard,bear,0.476190476190476,0.285714285714286,0.238095238095238
6,hard,cat,0.857142857142857,0.0952380952380952,0.0476190476190476
6,hard,cheetah,0.761904761904762,0.19047619047619,0.0476190476190476
6,hard,cow,0.571428571428571,0.333333333333333,0.0952380952380952
6,hard,dog,0.80952380952381,0.142857142857143,0.0476190476190476
6,hard,eagle,0.714285714285714,0.238095238095238,0.0476190476190476
6,hard,elephant,0.333333333333333,0.333333333333333,0.333333333333333
6,hard,gorilla,0.619047619047619,0.19047619047619,0.19047619047619
6,hard,hippo,0.285714285714286,0.380952380952381,0.333333333333333
6,hard,horse,0.571428571428571,0.285714285714286,0.142857142857143
6,hard,jaguar,0.714285714285714,0.19047619047619,0.0952380952380952
6,hard,kitten,0.857142857142857,0.0952380952380952,0.0476190476190476
6,hard,lion,0.80952380952381,0.0952380952380952,0.0952380952380952
6,hard,man,0.571428571428571,0.333333333333333,0.0952380952380952
6,hard,monkey,0.857142857142857,0.0952380952380952,0.0476190476190476
6,hard,panda,0.714285714285714,0.238095238095238,0.0476190476190476
6,hard,sloth,0.80952380952381,0.0476190476190476,0.142857142857143
6,hard,tiger,0.666666666666667,0.238095238095238,0.0952380952380952
6,hard,turtle,0.142857142857143,0.142857142857143,0.714285714285714
6,hard,whale,0.333333333333333,0.523809523809524,0.142857142857143
7,cute,ant,0.9,0.05,0.05
7,cute,bear,0.35,0.45,0.2
7,cute,bird,0.3,0.35,0.35
7,cute,cat,0.05,0.3,0.65
7,cute,cheetah,0.5,0.35,0.15
7,cute,cougar,0.5,0.35,0.15
7,cute,cow,0.7,0.15,0.15
7,cute,deer,0.45,0.35,0.2
7,cute,dog,0.1,0.2,0.7
7,cute,dolphin,0.2,0.25,0.55
7,cute,donkey,0.65,0.15,0.2
7,cute,eagle,0.7,0.2,0.1
7,cute,eel,0.8,0.15,0.05
7,cute,elephant,0.4,0.35,0.25
7,cute,fish,0.55,0.3,0.15
7,cute,gorilla,0.65,0.25,0.1
7,cute,hippo,0.75,0.15,0.1
7,cute,horse,0.5,0.35,0.15
7,cute,hyena,0.7,0.2,0.1
7,cute,jaguar,0.4,0.5,0.1
7,cute,kitten,0.05,0.2,0.75
7,cute,lion,0.55,0.35,0.1
7,cute,man,0.3,0.4,0.3
7,cute,monkey,0.25,0.45,0.3
7,cute,mouse,0.4,0.25,0.35
7,cute,mule,0.65,0.15,0.2
7,cute,panda,0.05,0.35,0.6
7,cute,penguin,0.15,0.3,0.55
7,cute,pig,0.6,0.2,0.2
7,cute,rabbit,0.2,0.3,0.5
7,cute,sloth,0.6,0.35,0.05
7,cute,snake,0.8,0.15,0.05
7,cute,turtle,0.4,0.5,0.1
7,cute,whale,0.6,0.2,0.2
8,funny,ant,0.764705882352941,0.117647058823529,0.117647058823529
8,funny,bear,0.529411764705882,0.294117647058824,0.176470588235294
8,funny,beaver,0.352941176470588,0.529411764705882,0.117647058823529
8,funny,bee,0.823529411764706,0.117647058823529,0.0588235294117647
8,funny,bird,0.411764705882353,0.352941176470588,0.235294117647059
8,funny,cat,0.235294117647059,0.352941176470588,0.411764705882353
8,funny,cheetah,0.470588235294118,0.411764705882353,0.117647058823529
8,funny,deer,0.588235294117647,0.294117647058824,0.117647058823529
8,funny,dog,0.117647058823529,0.411764705882353,0.470588235294118
8,funny,dolphin,0.352941176470588,0.235294117647059,0.411764705882353
8,funny,elephant,0.411764705882353,0.294117647058824,0.294117647058824
8,funny,gorilla,0.352941176470588,0.411764705882353,0.235294117647059
8,funny,hyena,0.411764705882353,0.352941176470588,0.235294117647059
8,funny,jaguar,0.588235294117647,0.294117647058824,0.117647058823529
8,funny,kitten,0.176470588235294,0.294117647058824,0.529411764705882
8,funny,lion,0.470588235294118,0.411764705882353,0.117647058823529
8,funny,man,0.117647058823529,0.352941176470588,0.529411764705882
8,funny,monkey,0.235294117647059,0.352941176470588,0.411764705882353
8,funny,mouse,0.588235294117647,0.176470588235294,0.235294117647059
8,funny,penguin,0.235294117647059,0.294117647058824,0.470588235294118
8,funny,whale,0.647058823529412,0.176470588235294,0.176470588235294
9,smart,ant,0.619047619047619,0.285714285714286,0.0952380952380952
9,smart,bear,0.285714285714286,0.571428571428571,0.142857142857143
9,smart,beaver,0.333333333333333,0.428571428571429,0.238095238095238
9,smart,bee,0.619047619047619,0.333333333333333,0.0476190476190476
9,smart,bird,0.476190476190476,0.285714285714286,0.238095238095238
9,smart,cat,0.19047619047619,0.380952380952381,0.428571428571429
9,smart,cheetah,0.142857142857143,0.714285714285714,0.142857142857143
9,smart,cougar,0.142857142857143,0.666666666666667,0.19047619047619
9,smart,deer,0.380952380952381,0.476190476190476,0.142857142857143
9,smart,dog,0.19047619047619,0.380952380952381,0.428571428571429
9,smart,dolphin,0.0952380952380952,0.19047619047619,0.714285714285714
9,smart,eel,0.714285714285714,0.238095238095238,0.0476190476190476
9,smart,elephant,0.142857142857143,0.380952380952381,0.476190476190476
9,smart,fish,0.761904761904762,0.19047619047619,0.0476190476190476
9,smart,gorilla,0.142857142857143,0.238095238095238,0.619047619047619
9,smart,horse,0.333333333333333,0.333333333333333,0.333333333333333
9,smart,hyena,0.19047619047619,0.714285714285714,0.0952380952380952
9,smart,jaguar,0.0952380952380952,0.666666666666667,0.238095238095238
9,smart,kitten,0.476190476190476,0.333333333333333,0.19047619047619
9,smart,lion,0.19047619047619,0.476190476190476,0.333333333333333
9,smart,man,0.0476190476190476,0.19047619047619,0.761904761904762
9,smart,monkey,0.0476190476190476,0.476190476190476,0.476190476190476
9,smart,mouse,0.476190476190476,0.428571428571429,0.0952380952380952
9,smart,penguin,0.333333333333333,0.571428571428571,0.0952380952380952
9,smart,snake,0.523809523809524,0.428571428571429,0.0476190476190476
9,smart,whale,0.0476190476190476,0.619047619047619,0.333333333333333
