categoryID,animal,f1,f2,f3,N,featureProb,sd,se,ci,feature,featureNum,category
6,buffalo,big,strong,wild,40,0.781119318,0.729894042,0.115406381,0.233431439,wild,3,animal
6,buffalo,big,strong,wild,40,0.349575039,0.47174549,0.074589511,0.150871527,big,1,person
6,buffalo,big,strong,wild,40,0.395123722,0.492806688,0.077919579,0.157607225,strong,2,person
6,buffalo,big,strong,wild,40,0.133539833,0.68430197,0.108197642,0.218850387,wild,3,person
7,cat,independent,lazy,soft,40,0.720785495,0.777532498,0.122938682,0.248666957,independent,1,animal
7,cat,independent,lazy,soft,40,0.63574842,0.906631306,0.143350996,0.289954758,lazy,2,animal
7,cat,independent,lazy,soft,40,0.757263998,0.622857423,0.098482406,0.199199468,soft,3,animal
7,cat,independent,lazy,soft,40,0.440284639,0.535859051,0.084726755,0.171376039,independent,1,person
7,cat,independent,lazy,soft,40,0.29129971,0.457219964,0.072292824,0.146226038,lazy,2,person
7,cat,independent,lazy,soft,40,0.121415073,0.639739656,0.101151721,0.204598668,soft,3,person
8,cow,fat,lazy,dumb,40,0.702106316,0.710414,0.112326316,0.22720142,fat,1,animal
8,cow,fat,lazy,dumb,40,0.55985488,0.834412246,0.13193216,0.266857983,lazy,2,animal
8,cow,fat,lazy,dumb,40,0.539090001,0.834547448,0.131953538,0.266901222,dumb,3,animal
8,cow,fat,lazy,dumb,40,0.310543718,0.461524994,0.072973509,0.147602854,fat,1,person
8,cow,fat,lazy,dumb,40,0.311564057,0.465280175,0.073567255,0.148803819,lazy,2,person
8,cow,fat,lazy,dumb,40,0.228199778,0.436406503,0.069001927,0.139569571,dumb,3,person
9,dog,loyal,friendly,happy,40,0.815589465,0.366664612,0.057974766,0.117265032,loyal,1,animal
9,dog,loyal,friendly,happy,40,0.716528507,0.493078589,0.07796257,0.157694183,friendly,2,animal
9,dog,loyal,friendly,happy,40,0.6863918,0.471520815,0.074553987,0.150799672,happy,3,animal
9,dog,loyal,friendly,happy,40,0.463121963,0.505308606,0.079896306,0.161605532,loyal,1,person
9,dog,loyal,friendly,happy,40,0.51641525,0.465700989,0.073633792,0.148938402,friendly,2,person
9,dog,loyal,friendly,happy,40,0.486922039,0.506767817,0.080127027,0.162072211,happy,3,person
10,dolphin,smart,friendly,playful,40,0.809474618,0.478700997,0.075689273,0.153096006,smart,1,animal
10,dolphin,smart,friendly,playful,40,0.739561467,0.604362578,0.095558114,0.193284529,friendly,2,animal
10,dolphin,smart,friendly,playful,40,0.7943488,0.542530452,0.085781596,0.173509656,playful,3,animal
10,dolphin,smart,friendly,playful,40,0.4625551,0.457357948,0.072314641,0.146270168,smart,1,person
10,dolphin,smart,friendly,playful,40,0.484745503,0.479727253,0.075851539,0.153424219,friendly,2,person
10,dolphin,smart,friendly,playful,40,0.386990599,0.464017899,0.073367672,0.148400123,playful,3,person
11,duck,loud,cute,quacking,40,0.6449494,0.565575399,0.089425322,0.180879788,loud,1,animal
11,duck,loud,cute,quacking,40,0.61719901,0.705218661,0.111504861,0.22553987,cute,2,animal
11,duck,loud,cute,quacking,40,0.848257041,0.616757443,0.097517914,0.1972486,quacking,3,animal
11,duck,loud,cute,quacking,40,0.353551044,0.429070192,0.067841954,0.137223305,loud,1,person
11,duck,loud,cute,quacking,40,0.344293474,0.545903174,0.086314871,0.174588305,cute,2,person
11,duck,loud,cute,quacking,40,0.046229182,0.714769396,0.113014965,0.228594343,quacking,3,person
12,elephant,huge,smart,heavy,40,0.887709115,0.485295737,0.076731993,0.155205106,huge,1,animal
12,elephant,huge,smart,heavy,40,0.645415457,0.881348341,0.139353408,0.281868874,smart,2,animal
12,elephant,huge,smart,heavy,40,0.896761366,0.470268229,0.074355936,0.150399076,heavy,3,animal
12,elephant,huge,smart,heavy,40,0.208848198,0.546011231,0.086331956,0.174622863,huge,1,person
12,elephant,huge,smart,heavy,40,0.4235231,0.463434101,0.073275365,0.148213416,smart,2,person
12,elephant,huge,smart,heavy,40,0.252639453,0.518644973,0.082004971,0.165870709,heavy,3,person
13,fish,scaly,wet,smelly,40,0.880940191,0.433777221,0.068586201,0.138728685,scaly,1,animal
13,fish,scaly,wet,smelly,40,0.916717075,0.622673545,0.098453332,0.199140661,wet,2,animal
13,fish,scaly,wet,smelly,40,0.759151115,0.605917036,0.095803895,0.193781669,smelly,3,animal
13,fish,scaly,wet,smelly,40,0.030967375,0.74529638,0.117841705,0.238357346,scaly,1,person
13,fish,scaly,wet,smelly,40,0.089596861,0.613525849,0.097006954,0.196215086,wet,2,person
13,fish,scaly,wet,smelly,40,0.14906036,0.577328837,0.091283704,0.18463872,smelly,3,person
14,fox,sly,smart,pretty,40,0.748607443,0.510786817,0.080762487,0.163357549,sly,1,animal
14,fox,sly,smart,pretty,40,0.714698498,0.503466776,0.079605087,0.161016487,smart,2,animal
14,fox,sly,smart,pretty,40,0.664763767,0.676919771,0.107030413,0.216489445,pretty,3,animal
14,fox,sly,smart,pretty,40,0.268613993,0.57271515,0.090554216,0.183163191,sly,1,person
14,fox,sly,smart,pretty,40,0.415688981,0.516704473,0.081698151,0.165250107,smart,2,person
14,fox,sly,smart,pretty,40,0.226093008,0.602637729,0.095285391,0.192732896,pretty,3,person
15,frog,slimy,noisy,jumpy,40,0.717761723,0.614828171,0.09721287,0.196631589,slimy,1,animal
15,frog,slimy,noisy,jumpy,40,0.550217698,0.795660243,0.125804931,0.254464491,noisy,2,animal
15,frog,slimy,noisy,jumpy,40,0.843990133,0.400814921,0.063374404,0.128186831,jumpy,3,animal
15,frog,slimy,noisy,jumpy,40,0.068496178,0.868781604,0.137366433,0.277849837,slimy,1,person
15,frog,slimy,noisy,jumpy,40,0.369785522,0.430140926,0.068011252,0.137565742,noisy,2,person
15,frog,slimy,noisy,jumpy,40,0.205172993,0.569959905,0.090118574,0.182282021,jumpy,3,person
16,goat,funny,hungry,loud,40,0.29347543,1.002699125,0.158540652,0.320678738,funny,1,animal
16,goat,funny,hungry,loud,40,0.686619706,0.577745042,0.091349512,0.184771829,hungry,2,animal
16,goat,funny,hungry,loud,40,0.540209941,0.783629969,0.123902777,0.250617022,loud,3,animal
16,goat,funny,hungry,loud,40,0.407194914,0.39654021,0.062698512,0.126819712,funny,1,person
16,goat,funny,hungry,loud,40,0.390441075,0.52128378,0.082422203,0.166714641,hungry,2,person
16,goat,funny,hungry,loud,40,0.344144619,0.375023056,0.059296352,0.119938192,loud,3,person
17,goose,loud,mean,annoying,40,0.707019208,0.655584479,0.103657008,0.209666088,loud,1,animal
17,goose,loud,mean,annoying,40,0.514392712,0.911499604,0.144120742,0.291511716,mean,2,animal
17,goose,loud,mean,annoying,40,0.536349147,0.964484862,0.152498447,0.308457223,annoying,3,animal
17,goose,loud,mean,annoying,40,0.387126837,0.493765711,0.078071214,0.157913935,loud,1,person
17,goose,loud,mean,annoying,40,0.25689947,0.525553456,0.083097298,0.168080149,mean,2,person
17,goose,loud,mean,annoying,40,0.272469789,0.530157932,0.083825329,0.169552732,annoying,3,person
18,horse,fast,strong,beautiful,40,0.812964328,0.489784072,0.077441661,0.156640546,fast,1,animal
18,horse,fast,strong,beautiful,40,0.80744739,0.375833482,0.059424491,0.120197379,strong,2,animal
18,horse,fast,strong,beautiful,40,0.755975865,0.556817636,0.088040598,0.178078919,beautiful,3,animal
18,horse,fast,strong,beautiful,40,0.33598302,0.457525958,0.072341206,0.1463239,fast,1,person
18,horse,fast,strong,beautiful,40,0.382253599,0.374825125,0.059265056,0.119874891,strong,2,person
18,horse,fast,strong,beautiful,40,0.309324466,0.656218358,0.103757233,0.209868812,beautiful,3,person
19,kangaroo,jumpy,bouncy,cute,40,0.857179646,0.386143125,0.061054589,0.123494563,jumpy,1,animal
19,kangaroo,jumpy,bouncy,cute,40,0.863917193,0.420834969,0.066539851,0.134589553,bouncy,2,animal
19,kangaroo,jumpy,bouncy,cute,40,0.634305527,0.822413514,0.130034994,0.263020602,cute,3,animal
19,kangaroo,jumpy,bouncy,cute,40,0.146167613,0.564782461,0.089299948,0.180626194,jumpy,1,person
19,kangaroo,jumpy,bouncy,cute,40,0.126761389,0.629142331,0.099476137,0.201209479,bouncy,2,person
19,kangaroo,jumpy,bouncy,cute,40,0.316610494,0.380087841,0.060097164,0.121557989,cute,3,person
20,lion,scary,strong,ferocious,40,0.723484796,0.83455872,0.13195532,0.266904827,scary,1,animal
20,lion,scary,strong,ferocious,40,0.827531852,0.503642739,0.079632909,0.161072762,strong,2,animal
20,lion,scary,strong,ferocious,40,0.804211883,0.438020999,0.069257201,0.140085912,ferocious,3,animal
20,lion,scary,strong,ferocious,40,0.16426704,0.545060573,0.086181644,0.174318828,scary,1,person
20,lion,scary,strong,ferocious,40,0.366929086,0.433764366,0.068584168,0.138724574,strong,2,person
20,lion,scary,strong,ferocious,40,0.137225317,0.562193883,0.088890658,0.179798326,ferocious,3,person
21,monkey,funny,smart,playful,40,0.543356393,0.714437016,0.112962411,0.228488042,funny,1,animal
21,monkey,funny,smart,playful,40,0.653474081,0.679824914,0.107489757,0.217418555,smart,2,animal
21,monkey,funny,smart,playful,40,0.742960382,0.619738656,0.097989285,0.198202038,playful,3,animal
21,monkey,funny,smart,playful,40,0.411765103,0.482755362,0.076330325,0.154392655,funny,1,person
21,monkey,funny,smart,playful,40,0.447196197,0.44507128,0.070371948,0.142340701,smart,2,person
21,monkey,funny,smart,playful,40,0.381069439,0.402034996,0.063567314,0.128577029,playful,3,person
22,owl,wise,quiet,nocturnal,40,0.573485955,0.822992286,0.130126506,0.263205702,wise,1,animal
22,owl,wise,quiet,nocturnal,40,0.639853928,0.763390922,0.120702703,0.244144261,quiet,2,animal
22,owl,wise,quiet,nocturnal,40,0.847726926,0.54759338,0.086582116,0.175128859,nocturnal,3,animal
22,owl,wise,quiet,nocturnal,40,0.382375977,0.49699917,0.078582469,0.158948046,wise,1,person
22,owl,wise,quiet,nocturnal,40,0.34755147,0.475345413,0.075158709,0.152022838,quiet,2,person
22,owl,wise,quiet,nocturnal,40,0.194419867,0.567295823,0.089697345,0.181430006,nocturnal,3,person
23,ox,strong,big,slow,40,0.880111848,0.532964692,0.084269117,0.170450378,strong,1,animal
23,ox,strong,big,slow,40,0.858462686,0.515556363,0.081516618,0.164882924,big,2,animal
23,ox,strong,big,slow,40,0.70835921,0.733941028,0.116046266,0.234725728,slow,3,animal
23,ox,strong,big,slow,40,0.39749909,0.52240081,0.082598821,0.167071884,strong,1,person
23,ox,strong,big,slow,40,0.369379054,0.48271789,0.0763244,0.154380671,big,2,person
23,ox,strong,big,slow,40,0.333484845,0.384317213,0.060765887,0.122910607,slow,3,person
24,penguin,cold,cute,funny,40,0.722832553,0.604811131,0.095629036,0.193427984,cold,1,animal
24,penguin,cold,cute,funny,40,0.790613536,0.506873149,0.080143682,0.162105897,cute,2,animal
24,penguin,cold,cute,funny,40,0.549077111,0.884683469,0.139880739,0.2829355,funny,3,animal
24,penguin,cold,cute,funny,40,0.200459907,0.735113949,0.116231721,0.235100846,cold,1,person
24,penguin,cold,cute,funny,40,0.326550042,0.592473861,0.093678343,0.189482333,cute,2,person
24,penguin,cold,cute,funny,40,0.392894026,0.622311374,0.098396068,0.199024833,funny,3,person
25,pig,dirty,fat,smelly,40,0.724252134,0.727988624,0.115105108,0.232822057,dirty,1,animal
25,pig,dirty,fat,smelly,40,0.766614536,0.4941343,0.078129493,0.158031816,fat,2,animal
25,pig,dirty,fat,smelly,40,0.76139601,0.510335622,0.080691147,0.16321325,smelly,3,animal
25,pig,dirty,fat,smelly,40,0.177052078,0.566320679,0.089543162,0.18111814,dirty,1,person
25,pig,dirty,fat,smelly,40,0.266339707,0.54567882,0.086279397,0.174516553,fat,2,person
25,pig,dirty,fat,smelly,40,0.198327126,0.605206671,0.095691577,0.193554483,smelly,3,person
26,rabbit,fast,furry,cute,40,0.843860715,0.537910045,0.085051046,0.172031978,fast,1,animal
26,rabbit,fast,furry,cute,40,0.848996646,0.364049426,0.057561268,0.116428655,furry,2,animal
26,rabbit,fast,furry,cute,40,0.778464148,0.54761948,0.086586242,0.175137206,cute,3,animal
26,rabbit,fast,furry,cute,40,0.334357524,0.517791305,0.081869994,0.165597693,fast,1,person
26,rabbit,fast,furry,cute,40,0.036326742,0.669490646,0.105855766,0.214113496,furry,2,person
26,rabbit,fast,furry,cute,40,0.343123929,0.51584383,0.081562071,0.16497486,cute,3,person
27,shark,scary,mean,dangerous,40,0.81554274,0.58434764,0.092393474,0.186883442,scary,1,animal
27,shark,scary,mean,dangerous,40,0.667257689,0.772765971,0.122185028,0.247142547,mean,2,animal
27,shark,scary,mean,dangerous,40,0.816019664,0.580757342,0.091825798,0.185735209,dangerous,3,animal
27,shark,scary,mean,dangerous,40,0.215387769,0.540062557,0.085391388,0.172720385,scary,1,person
27,shark,scary,mean,dangerous,40,0.240303003,0.539261446,0.085264721,0.172464177,mean,2,person
27,shark,scary,mean,dangerous,40,0.204291846,0.565415013,0.089399963,0.180828494,dangerous,3,person
28,sheep,wooly,fluffy,dumb,40,0.871302431,0.41191715,0.06512982,0.131737496,wooly,1,animal
28,sheep,wooly,fluffy,dumb,40,0.831074474,0.420444892,0.066478174,0.1344648,fluffy,2,animal
28,sheep,wooly,fluffy,dumb,40,0.610529858,0.697828045,0.110336302,0.223176236,dumb,3,animal
28,sheep,wooly,fluffy,dumb,40,0.032631243,0.672211433,0.10628596,0.214983646,wooly,1,person
28,sheep,wooly,fluffy,dumb,40,0.035625986,0.69816254,0.11038919,0.223283213,fluffy,2,person
28,sheep,wooly,fluffy,dumb,40,0.242022086,0.516657728,0.08169076,0.165235158,dumb,3,person
29,tiger,striped,fierce,scary,40,0.88072716,0.424582931,0.067132456,0.135788209,striped,1,animal
29,tiger,striped,fierce,scary,40,0.829523532,0.430852841,0.068123816,0.137793423,fierce,2,animal
29,tiger,striped,fierce,scary,40,0.788314908,0.432127147,0.068325301,0.138200966,scary,3,animal
29,tiger,striped,fierce,scary,40,0.018080249,0.662258693,0.104712294,0.211800605,striped,1,person
29,tiger,striped,fierce,scary,40,0.185715439,0.611438119,0.096676855,0.195547397,fierce,2,person
29,tiger,striped,fierce,scary,40,0.173381802,0.644240268,0.10186333,0.206038033,scary,3,person
30,whale,large,graceful,majestic,40,0.906973618,0.48594207,0.076834188,0.155411814,large,1,animal
30,whale,large,graceful,majestic,40,0.68267123,0.728995619,0.115264328,0.23314411,graceful,2,animal
30,whale,large,graceful,majestic,40,0.742432782,0.70247269,0.111070685,0.224661665,majestic,3,animal
30,whale,large,graceful,majestic,40,0.334728631,0.480454073,0.075966459,0.153656667,large,1,person
30,whale,large,graceful,majestic,40,0.262501237,0.564418169,0.089242348,0.180509688,graceful,2,person
30,whale,large,graceful,majestic,40,0.171601958,0.615981427,0.097395215,0.197000418,majestic,3,person
31,wolf,scary,mean,angry,40,0.645593435,0.842847087,0.133265826,0.269555576,scary,1,animal
31,wolf,scary,mean,angry,40,0.600991485,0.726176223,0.114818542,0.232242423,mean,2,animal
31,wolf,scary,mean,angry,40,0.509062001,0.825799461,0.130570359,0.26410348,angry,3,animal
31,wolf,scary,mean,angry,40,0.180610929,0.460176845,0.072760348,0.147171695,scary,1,person
31,wolf,scary,mean,angry,40,0.226409698,0.446818317,0.070648179,0.14289943,mean,2,person
31,wolf,scary,mean,angry,40,0.241115291,0.467934115,0.07398688,0.14965259,angry,3,person
32,zebra,striped,exotic,fast,40,0.909512207,0.438534722,0.069338428,0.140250208,striped,1,animal
32,zebra,striped,exotic,fast,40,0.770610484,0.60390434,0.09548566,0.193137978,exotic,2,animal
32,zebra,striped,exotic,fast,40,0.726776018,0.599579741,0.094801881,0.191754904,fast,3,animal
32,zebra,striped,exotic,fast,40,0.020872327,0.662164796,0.104697447,0.211770575,striped,1,person
32,zebra,striped,exotic,fast,40,0.069756368,0.690799582,0.109225004,0.220928424,exotic,2,person
32,zebra,striped,exotic,fast,40,0.336939887,0.474401853,0.075009519,0.151721073,fast,3,person
